Station,DateTime,date,time,TideHeight,est_time,est_date,dateFactor
"Portland, Casco Bay, Maine",2024-04-15T07:00:00Z,2024-04-15,2024-04-30T07:00:00Z,2.346658261519949,2024-04-15T07:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T07:10:00Z,2024-04-15,2024-04-30T07:10:00Z,2.422926087297536,2024-04-15T07:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T07:20:00Z,2024-04-15,2024-04-30T07:20:00Z,2.4932284046425517,2024-04-15T07:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T07:30:00Z,2024-04-15,2024-04-30T07:30:00Z,2.557220010602215,2024-04-15T07:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T07:40:00Z,2024-04-15,2024-04-30T07:40:00Z,2.614626995659731,2024-04-15T07:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T07:50:00Z,2024-04-15,2024-04-30T07:50:00Z,2.665238114101737,2024-04-15T07:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T08:00:00Z,2024-04-15,2024-04-30T08:00:00Z,2.7088945480234012,2024-04-15T08:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T08:10:00Z,2024-04-15,2024-04-30T08:10:00Z,2.7454788497212466,2024-04-15T08:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T08:20:00Z,2024-04-15,2024-04-30T08:20:00Z,2.7749038841311653,2024-04-15T08:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T08:30:00Z,2024-04-15,2024-04-30T08:30:00Z,2.797102577507119,2024-04-15T08:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T08:40:00Z,2024-04-15,2024-04-30T08:40:00Z,2.8120192116786815,2024-04-15T08:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T08:50:00Z,2024-04-15,2024-04-30T08:50:00Z,2.8196028892441474,2024-04-15T08:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T09:00:00Z,2024-04-15,2024-04-30T09:00:00Z,2.8198036411973786,2024-04-15T09:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T09:10:00Z,2024-04-15,2024-04-30T09:10:00Z,2.8125714645146416,2024-04-15T09:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T09:20:00Z,2024-04-15,2024-04-30T09:20:00Z,2.797858374838299,2024-04-15T09:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T09:30:00Z,2024-04-15,2024-04-30T09:30:00Z,2.7756233514419697,2024-04-15T09:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T09:40:00Z,2024-04-15,2024-04-30T09:40:00Z,2.7458398513594995,2024-04-15T09:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T09:50:00Z,2024-04-15,2024-04-30T09:50:00Z,2.7085053896395728,2024-04-15T09:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T10:00:00Z,2024-04-15,2024-04-30T10:00:00Z,2.663652534614385,2024-04-15T10:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T10:10:00Z,2024-04-15,2024-04-30T10:10:00Z,2.6113605602384125,2024-04-15T10:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T10:20:00Z,2024-04-15,2024-04-30T10:20:00Z,2.551766938856865,2024-04-15T10:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T10:30:00Z,2024-04-15,2024-04-30T10:30:00Z,2.4850778508950424,2024-04-15T10:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T10:40:00Z,2024-04-15,2024-04-30T10:40:00Z,2.4115769335081536,2024-04-15T10:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T10:50:00Z,2024-04-15,2024-04-30T10:50:00Z,2.331631585320964,2024-04-15T10:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T11:00:00Z,2024-04-15,2024-04-30T11:00:00Z,2.245696283115191,2024-04-15T11:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T11:10:00Z,2024-04-15,2024-04-30T11:10:00Z,2.154312539942617,2024-04-15T11:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T11:20:00Z,2024-04-15,2024-04-30T11:20:00Z,2.05810533180226,2024-04-15T11:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T11:30:00Z,2024-04-15,2024-04-30T11:30:00Z,1.9577760292602655,2024-04-15T11:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T11:40:00Z,2024-04-15,2024-04-30T11:40:00Z,1.8540920780704038,2024-04-15T11:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T11:50:00Z,2024-04-15,2024-04-30T11:50:00Z,1.7478738659848265,2024-04-15T11:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T12:00:00Z,2024-04-15,2024-04-30T12:00:00Z,1.639979379342207,2024-04-15T12:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T12:10:00Z,2024-04-15,2024-04-30T12:10:00Z,1.5312873823916404,2024-04-15T12:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T12:20:00Z,2024-04-15,2024-04-30T12:20:00Z,1.4226799365007274,2024-04-15T12:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T12:30:00Z,2024-04-15,2024-04-30T12:30:00Z,1.3150251103290362,2024-04-15T12:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T12:40:00Z,2024-04-15,2024-04-30T12:40:00Z,1.209160713643737,2024-04-15T12:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T12:50:00Z,2024-04-15,2024-04-30T12:50:00Z,1.1058798181231775,2024-04-15T12:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T13:00:00Z,2024-04-15,2024-04-30T13:00:00Z,1.0059187126889935,2024-04-15T13:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T13:10:00Z,2024-04-15,2024-04-30T13:10:00Z,0.9099477861951538,2024-04-15T13:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T13:20:00Z,2024-04-15,2024-04-30T13:20:00Z,0.8185656465408673,2024-04-15T13:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T13:30:00Z,2024-04-15,2024-04-30T13:30:00Z,0.7322965842416563,2024-04-15T13:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T13:40:00Z,2024-04-15,2024-04-30T13:40:00Z,0.6515912829764706,2024-04-15T13:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T13:50:00Z,2024-04-15,2024-04-30T13:50:00Z,0.576830482735655,2024-04-15T13:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T14:00:00Z,2024-04-15,2024-04-30T14:00:00Z,0.5083311253167719,2024-04-15T14:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T14:10:00Z,2024-04-15,2024-04-30T14:10:00Z,0.4463543682560647,2024-04-15T14:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T14:20:00Z,2024-04-15,2024-04-30T14:20:00Z,0.3911147507882525,2024-04-15T14:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T14:30:00Z,2024-04-15,2024-04-30T14:30:00Z,0.34278974050511235,2024-04-15T14:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T14:40:00Z,2024-04-15,2024-04-30T14:40:00Z,0.30152888531939026,2024-04-15T14:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T14:50:00Z,2024-04-15,2024-04-30T14:50:00Z,0.2674618422115925,2024-04-15T14:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T15:00:00Z,2024-04-15,2024-04-30T15:00:00Z,0.24070464879802894,2024-04-15T15:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T15:10:00Z,2024-04-15,2024-04-30T15:10:00Z,0.2213637397495264,2024-04-15T15:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T15:20:00Z,2024-04-15,2024-04-30T15:20:00Z,0.20953737859940286,2024-04-15T15:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T15:30:00Z,2024-04-15,2024-04-30T15:30:00Z,0.20531436547876808,2024-04-15T15:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T15:40:00Z,2024-04-15,2024-04-30T15:40:00Z,0.20877008046726148,2024-04-15T15:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T15:50:00Z,2024-04-15,2024-04-30T15:50:00Z,0.2199601175574727,2024-04-15T15:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T16:00:00Z,2024-04-15,2024-04-30T16:00:00Z,0.23891194302638985,2024-04-15T16:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T16:10:00Z,2024-04-15,2024-04-30T16:10:00Z,0.2656151626125113,2024-04-15T16:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T16:20:00Z,2024-04-15,2024-04-30T16:20:00Z,0.300011094509471,2024-04-15T16:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T16:30:00Z,2024-04-15,2024-04-30T16:30:00Z,0.34198241237005034,2024-04-15T16:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T16:40:00Z,2024-04-15,2024-04-30T16:40:00Z,0.39134363981297704,2024-04-15T16:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T16:50:00Z,2024-04-15,2024-04-30T16:50:00Z,0.44783324402693664,2024-04-15T16:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T17:00:00Z,2024-04-15,2024-04-30T17:00:00Z,0.5111079929937113,2024-04-15T17:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T17:10:00Z,2024-04-15,2024-04-30T17:10:00Z,0.5807401137326997,2024-04-15T17:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T17:20:00Z,2024-04-15,2024-04-30T17:20:00Z,0.6562176258308384,2024-04-15T17:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T17:30:00Z,2024-04-15,2024-04-30T17:30:00Z,0.7369480356289244,2024-04-15T17:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T17:40:00Z,2024-04-15,2024-04-30T17:40:00Z,0.8222653738224167,2024-04-15T17:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T17:50:00Z,2024-04-15,2024-04-30T17:50:00Z,0.9114403557405583,2024-04-15T17:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T18:00:00Z,2024-04-15,2024-04-30T18:00:00Z,1.0036932521695592,2024-04-15T18:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T18:10:00Z,2024-04-15,2024-04-30T18:10:00Z,1.0982088915397075,2024-04-15T18:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T18:20:00Z,2024-04-15,2024-04-30T18:20:00Z,1.1941530822156752,2024-04-15T18:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T18:30:00Z,2024-04-15,2024-04-30T18:30:00Z,1.2906896550945264,2024-04-15T18:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T18:40:00Z,2024-04-15,2024-04-30T18:40:00Z,1.3869972873749339,2024-04-15T18:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T18:50:00Z,2024-04-15,2024-04-30T18:50:00Z,1.4822852808621845,2024-04-15T18:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T19:00:00Z,2024-04-15,2024-04-30T19:00:00Z,1.5758075318466112,2024-04-15T19:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T19:10:00Z,2024-04-15,2024-04-30T19:10:00Z,1.6668740404508173,2024-04-15T19:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T19:20:00Z,2024-04-15,2024-04-30T19:20:00Z,1.7548594584992012,2024-04-15T19:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T19:30:00Z,2024-04-15,2024-04-30T19:30:00Z,1.8392083568774467,2024-04-15T19:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T19:40:00Z,2024-04-15,2024-04-30T19:40:00Z,1.9194370945912846,2024-04-15T19:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T19:50:00Z,2024-04-15,2024-04-30T19:50:00Z,1.9951323795095324,2024-04-15T19:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T20:00:00Z,2024-04-15,2024-04-30T20:00:00Z,2.0659468120777618,2024-04-15T20:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T20:10:00Z,2024-04-15,2024-04-30T20:10:00Z,2.1315918852551983,2024-04-15T20:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T20:20:00Z,2024-04-15,2024-04-30T20:20:00Z,2.1918290651155448,2024-04-15T20:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T20:30:00Z,2024-04-15,2024-04-30T20:30:00Z,2.2464596873629317,2024-04-15T20:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T20:40:00Z,2024-04-15,2024-04-30T20:40:00Z,2.2953144684416946,2024-04-15T20:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T20:50:00Z,2024-04-15,2024-04-30T20:50:00Z,2.3382434419220948,2024-04-15T20:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T21:00:00Z,2024-04-15,2024-04-30T21:00:00Z,2.375107090717296,2024-04-15T21:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T21:10:00Z,2024-04-15,2024-04-30T21:10:00Z,2.405769355939547,2024-04-15T21:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T21:20:00Z,2024-04-15,2024-04-30T21:20:00Z,2.4300930695818828,2024-04-15T21:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T21:30:00Z,2024-04-15,2024-04-30T21:30:00Z,2.4479381891880854,2024-04-15T21:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T21:40:00Z,2024-04-15,2024-04-30T21:40:00Z,2.4591630190160614,2024-04-15T21:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T21:50:00Z,2024-04-15,2024-04-30T21:50:00Z,2.463628396216393,2024-04-15T21:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T22:00:00Z,2024-04-15,2024-04-30T22:00:00Z,2.461204615357049,2024-04-15T22:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T22:10:00Z,2024-04-15,2024-04-30T22:10:00Z,2.451780673292486,2024-04-15T22:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T22:20:00Z,2024-04-15,2024-04-30T22:20:00Z,2.4352752511056024,2024-04-15T22:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T22:30:00Z,2024-04-15,2024-04-30T22:30:00Z,2.411648721185674,2024-04-15T22:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T22:40:00Z,2024-04-15,2024-04-30T22:40:00Z,2.3809153837124604,2024-04-15T22:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T22:50:00Z,2024-04-15,2024-04-30T22:50:00Z,2.34315510326591,2024-04-15T22:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T23:00:00Z,2024-04-15,2024-04-30T23:00:00Z,2.298523535241015,2024-04-15T23:00:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T23:10:00Z,2024-04-15,2024-04-30T23:10:00Z,2.2472602020678427,2024-04-15T23:10:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T23:20:00Z,2024-04-15,2024-04-30T23:20:00Z,2.189693796658428,2024-04-15T23:20:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T23:30:00Z,2024-04-15,2024-04-30T23:30:00Z,2.1262442475949266,2024-04-15T23:30:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T23:40:00Z,2024-04-15,2024-04-30T23:40:00Z,2.0574212676113,2024-04-15T23:40:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-15T23:50:00Z,2024-04-15,2024-04-30T23:50:00Z,1.9838193121161116,2024-04-15T23:50:00Z,2024-04-15,a20240415
"Portland, Casco Bay, Maine",2024-04-16T00:00:00Z,2024-04-15,2024-05-01T00:00:00Z,1.9061090850395903,2024-04-16T00:00:00Z,2024-04-16,a20240415
"Portland, Casco Bay, Maine",2024-04-16T00:10:00Z,2024-04-15,2024-05-01T00:10:00Z,1.8250259319257536,2024-04-16T00:10:00Z,2024-04-16,a20240415
"Portland, Casco Bay, Maine",2024-04-16T00:20:00Z,2024-04-15,2024-05-01T00:20:00Z,1.7413556423070398,2024-04-16T00:20:00Z,2024-04-16,a20240415
"Portland, Casco Bay, Maine",2024-04-16T00:30:00Z,2024-04-15,2024-05-01T00:30:00Z,1.6559183335764736,2024-04-16T00:30:00Z,2024-04-16,a20240415
"Portland, Casco Bay, Maine",2024-04-16T00:40:00Z,2024-04-15,2024-05-01T00:40:00Z,1.5695511974666894,2024-04-16T00:40:00Z,2024-04-16,a20240415
"Portland, Casco Bay, Maine",2024-04-16T00:50:00Z,2024-04-15,2024-05-01T00:50:00Z,1.483090951173431,2024-04-16T00:50:00Z,2024-04-16,a20240415
"Portland, Casco Bay, Maine",2024-04-16T07:00:00Z,2024-04-16,2024-04-30T07:00:00Z,1.7336039138746635,2024-04-16T07:00:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T07:10:00Z,2024-04-16,2024-04-30T07:10:00Z,1.8237681169062194,2024-04-16T07:10:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T07:20:00Z,2024-04-16,2024-04-30T07:20:00Z,1.9119833415592773,2024-04-16T07:20:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T07:30:00Z,2024-04-16,2024-04-30T07:30:00Z,1.9975537270962174,2024-04-16T07:30:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T07:40:00Z,2024-04-16,2024-04-30T07:40:00Z,2.079846221192405,2024-04-16T07:40:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T07:50:00Z,2024-04-16,2024-04-30T07:50:00Z,2.158297525152917,2024-04-16T07:50:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T08:00:00Z,2024-04-16,2024-04-30T08:00:00Z,2.232417623236372,2024-04-16T08:00:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T08:10:00Z,2024-04-16,2024-04-30T08:10:00Z,2.301789876057851,2024-04-16T08:10:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T08:20:00Z,2024-04-16,2024-04-30T08:20:00Z,2.3660678656384433,2024-04-16T08:20:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T08:30:00Z,2024-04-16,2024-04-30T08:30:00Z,2.4249693746141596,2024-04-16T08:30:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T08:40:00Z,2024-04-16,2024-04-30T08:40:00Z,2.4782680520974507,2024-04-16T08:40:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T08:50:00Z,2024-04-16,2024-04-30T08:50:00Z,2.525783453032269,2024-04-16T08:50:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T09:00:00Z,2024-04-16,2024-04-30T09:00:00Z,2.567370228114138,2024-04-16T09:00:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T09:10:00Z,2024-04-16,2024-04-30T09:10:00Z,2.6029072818252645,2024-04-16T09:10:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T09:20:00Z,2024-04-16,2024-04-30T09:20:00Z,2.632287704304351,2024-04-16T09:20:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T09:30:00Z,2024-04-16,2024-04-30T09:30:00Z,2.6554102194979285,2024-04-16T09:30:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T09:40:00Z,2024-04-16,2024-04-30T09:40:00Z,2.672172781326965,2024-04-16T09:40:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T09:50:00Z,2024-04-16,2024-04-30T09:50:00Z,2.682468798552926,2024-04-16T09:50:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T10:00:00Z,2024-04-16,2024-04-30T10:00:00Z,2.6861862872648445,2024-04-16T10:00:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T10:10:00Z,2024-04-16,2024-04-30T10:10:00Z,2.683210048993183,2024-04-16T10:10:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T10:20:00Z,2024-04-16,2024-04-30T10:20:00Z,2.673426765186548,2024-04-16T10:20:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T10:30:00Z,2024-04-16,2024-04-30T10:30:00Z,2.6567326983501096,2024-04-16T10:30:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T10:40:00Z,2024-04-16,2024-04-30T10:40:00Z,2.6330435092922695,2024-04-16T10:40:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T10:50:00Z,2024-04-16,2024-04-30T10:50:00Z,2.602305550169632,2024-04-16T10:50:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T11:00:00Z,2024-04-16,2024-04-30T11:00:00Z,2.564507883911833,2024-04-16T11:00:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T11:10:00Z,2024-04-16,2024-04-30T11:10:00Z,2.519694219074696,2024-04-16T11:10:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T11:20:00Z,2024-04-16,2024-04-30T11:20:00Z,2.467973939208321,2024-04-16T11:20:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T11:30:00Z,2024-04-16,2024-04-30T11:30:00Z,2.4095314480502594,2024-04-16T11:30:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T11:40:00Z,2024-04-16,2024-04-30T11:40:00Z,2.3446331436813677,2024-04-16T11:40:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T11:50:00Z,2024-04-16,2024-04-30T11:50:00Z,2.273631470408513,2024-04-16T11:50:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T12:00:00Z,2024-04-16,2024-04-30T12:00:00Z,2.19696566801276,2024-04-16T12:00:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T12:10:00Z,2024-04-16,2024-04-30T12:10:00Z,2.1151590333829215,2024-04-16T12:10:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T12:20:00Z,2024-04-16,2024-04-30T12:20:00Z,2.028812717072169,2024-04-16T12:20:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T12:30:00Z,2024-04-16,2024-04-30T12:30:00Z,1.938596283935458,2024-04-16T12:30:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T12:40:00Z,2024-04-16,2024-04-30T12:40:00Z,1.8452354596583374,2024-04-16T12:40:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T12:50:00Z,2024-04-16,2024-04-30T12:50:00Z,1.7494976516424472,2024-04-16T12:50:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T13:00:00Z,2024-04-16,2024-04-30T13:00:00Z,1.6521759628076744,2024-04-16T13:00:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T13:10:00Z,2024-04-16,2024-04-30T13:10:00Z,1.5540725023669493,2024-04-16T13:10:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T13:20:00Z,2024-04-16,2024-04-30T13:20:00Z,1.4559818332033387,2024-04-16T13:20:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T13:30:00Z,2024-04-16,2024-04-30T13:30:00Z,1.3586753790025212,2024-04-16T13:30:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T13:40:00Z,2024-04-16,2024-04-30T13:40:00Z,1.2628875469881187,2024-04-16T13:40:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T13:50:00Z,2024-04-16,2024-04-30T13:50:00Z,1.1693042083585619,2024-04-16T13:50:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T14:00:00Z,2024-04-16,2024-04-30T14:00:00Z,1.0785540257126947,2024-04-16T14:00:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T14:10:00Z,2024-04-16,2024-04-30T14:10:00Z,0.9912029346661891,2024-04-16T14:10:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T14:20:00Z,2024-04-16,2024-04-30T14:20:00Z,0.9077518872167443,2024-04-16T14:20:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T14:30:00Z,2024-04-16,2024-04-30T14:30:00Z,0.8286377599195992,2024-04-16T14:30:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T14:40:00Z,2024-04-16,2024-04-30T14:40:00Z,0.7542371336730094,2024-04-16T14:40:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T14:50:00Z,2024-04-16,2024-04-30T14:50:00Z,0.6848724763686128,2024-04-16T14:50:00Z,2024-04-16,a20240416
"Portland, Casco Bay, Maine",2024-04-16T15:00:00Z,2024-04-16,2024-04-30T15:00:00Z,0.6208201159590138,2024-04-16T15:00:00Z,2024-04-16,a20240416
